时间,点1温度,点2温度,点3温度,点4温度,点5温度,点6温度,点7温度,点8温度
2019/3/12 12:50:30,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:50:32,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:50:34,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:50:36,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:50:38,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:50:40,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:50:42,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:50:44,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:50:46,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:50:48,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:50:50,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:50:52,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:50:54,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:50:56,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:50:58,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:51:00,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:51:02,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:51:04,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:51:06,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:51:08,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:51:10,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:51:12,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:51:14,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:51:16,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:51:18,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:51:20,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:51:22,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:51:24,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:51:26,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:51:28,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:51:30,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:51:32,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:51:34,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:51:36,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:51:38,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:51:40,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:51:42,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:51:44,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:51:46,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:51:48,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:51:50,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:51:52,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:51:54,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:51:56,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:51:58,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:52:00,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:52:02,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:52:04,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:52:06,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:52:08,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:52:10,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:52:12,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:52:14,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:52:16,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:52:18,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:52:20,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:52:22,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:52:24,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:52:26,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:52:28,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:52:30,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:52:32,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:52:34,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:52:36,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:52:38,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:52:40,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:52:42,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:52:44,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:52:46,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:52:48,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:52:50,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:52:52,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:52:54,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:52:56,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:52:58,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:53:00,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:53:02,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:53:04,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:53:06,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:53:08,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:53:10,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:53:12,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:53:14,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:53:16,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:53:18,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:53:20,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:53:22,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:53:24,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:53:26,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:53:28,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:53:30,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:53:32,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:53:34,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:53:36,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:53:38,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:53:40,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:53:42,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:53:44,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:53:46,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:53:48,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:53:50,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:53:52,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:53:54,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:53:56,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:53:58,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:54:00,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:54:02,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:54:04,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:54:06,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:54:08,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:54:10,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:54:12,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:54:14,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:54:16,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:54:18,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:54:20,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:54:22,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:54:24,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:54:26,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:54:28,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:54:30,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:54:32,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:54:34,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:54:36,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:54:38,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:54:40,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:54:42,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:54:44,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:54:46,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:54:48,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:54:50,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:54:52,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:54:54,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:54:56,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:54:58,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:55:00,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:55:02,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:55:04,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:55:06,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:55:08,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:55:10,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:55:12,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:55:14,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:55:16,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:55:18,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:55:20,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:55:22,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:55:24,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:55:26,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:55:28,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:55:30,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:55:32,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:55:34,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:55:36,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:55:38,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:55:40,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:55:42,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:55:44,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:55:46,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:55:48,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:55:50,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:55:52,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:55:54,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:55:56,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:55:58,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:56:00,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:56:02,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:56:04,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:56:06,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:56:08,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:56:10,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:56:12,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:56:14,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:56:16,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:56:18,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:56:20,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:56:22,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:56:24,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:56:26,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:56:28,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:56:30,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:56:32,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:56:34,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:56:36,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:56:38,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:56:40,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:56:42,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:56:44,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:56:46,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:56:48,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:56:50,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:56:52,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:56:54,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:56:56,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:56:58,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:57:00,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:57:02,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:57:04,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:57:06,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:57:08,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:57:10,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:57:12,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:57:14,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:57:16,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:57:18,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:57:20,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:57:22,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:57:24,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:57:26,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:57:28,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:57:30,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:57:32,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:57:34,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:57:36,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:57:38,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:57:40,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:57:42,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:57:44,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:57:46,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:57:48,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:57:50,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:57:52,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:57:54,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:57:56,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:57:58,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:58:00,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:58:02,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:58:04,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:58:06,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:58:08,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:58:10,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:58:12,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:58:14,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:58:16,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:58:18,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:58:20,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:58:22,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:58:24,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:58:26,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:58:28,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:58:30,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:58:32,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:58:34,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:58:36,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:58:38,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:58:40,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:58:42,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:58:44,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:58:46,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:58:48,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:58:50,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:58:52,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:58:54,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:58:56,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:58:58,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:59:00,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:59:02,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:59:04,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:59:06,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:59:08,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:59:10,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:59:12,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:59:14,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:59:16,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:59:18,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:59:20,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:59:22,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:59:24,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:59:26,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:59:28,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:59:30,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:59:32,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:59:34,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:59:36,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:59:38,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:59:40,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:59:42,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:59:44,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:59:46,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:59:48,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:59:50,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:59:52,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:59:54,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:59:56,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 12:59:58,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:00:00,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:00:02,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:00:04,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:00:06,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:00:08,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:00:10,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:00:12,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:00:14,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:00:16,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:00:18,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:00:20,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:00:22,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:00:24,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:00:26,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:00:28,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:00:30,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:00:32,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:00:34,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:00:36,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:00:38,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:00:40,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:00:42,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:00:44,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:00:46,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:00:48,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:00:50,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:00:52,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:00:54,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:00:56,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:00:58,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:01:00,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:01:02,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:01:04,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:01:06,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:01:08,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:01:10,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:01:12,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:01:14,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:01:16,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:01:18,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:01:20,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:01:22,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:01:24,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:01:26,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:01:28,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:01:30,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:01:32,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:01:34,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:01:36,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:01:38,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:01:40,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:01:42,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:01:42,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:01:46,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:02:24,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:03:27,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:06:26,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:06:53,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:06:58,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:07:00,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:08:45,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:08:51,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:08:52,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:10:18,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:10:23,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:10:24,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:11:33,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:12:33,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:18:21,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:21:52,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:24:21,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:24:22,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:24:23,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:24:24,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:24:24,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:24:26,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:24:26,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:24:27,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:24:32,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:24:34,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:24:36,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:24:38,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:24:40,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:24:42,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:24:44,12.5,13.5,15.0,18,20,21,25,60,85
2019/3/12 13:24:46,12.5,13.5,15.0,18,20,21,25,60,85
